//Index   Name                                 Damage   MP      BP      Range   Radio   Delay   Attr   Type   Flag   Effect   RelSkill   ReqLevel   ReqStrength   ReqDexterity   ReqVitality   ReqEnergy   ReqLeadership   ReqKillCount   ReqGuildStatus   DW      DK      FE      MG      DL      SU      RF      GL      RW      SL      GC      KM      LM
1060      "Add Debuff Bleed Improved Value"    0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1062      "Add Debuff Toxic Improved Rate"     0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1063      "Add Debuff Chill Improved Rate"     0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1064      "Add Debuff Bleed Improved Rate"     0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1069      "Add Rageful Blow Extended"          60       25      22      0       4       0       6      0      8      0        42         170        0             0              0             0           0               0              0                0       4       0       0       0       0       0       0       0       0       4       0       0
1071      "Add Death Stab Extended"            70       17      18      2       2       0       6      0      8      0        43         160        0             0              0             0           0               0              0                0       4       0       0       0       0       0       0       0       0       4       0       0
1072      "Add Fire Blow Extended"             120      17      17      3       2       0       6      0      8      0        723        160        100           0              0             0           0               0              0                0       4       0       0       0       0       0       0       0       0       4       0       0
1075      "Add Meteor Strike Extended"         100      92      17      7       2       0       6      1      8      0        724        160        0             0              0             1073        0               0              0                4       0       0       0       0       0       0       0       0       0       0       0       0
1076      "Add Meteor Shower Extended"         105      105     20      0       6       500     6      1      8      0        725        160        0             0              0             1160        0               0              0                4       0       0       0       0       0       0       0       0       0       0       0       0
1078      "Add Evil Spirit Extended"           45       108     7       0       6       0       6      1      8      0        9          50         0             0              0             220         0               0              0                4       0       0       4       0       0       0       0       0       0       0       0       0
1081      "Add Triple Shot Extended"           0        9       4       0       6       0       6      0      8      0        24         0          0             0              0             0           0               0              0                0       0       4       0       0       0       0       0       0       0       0       0       0
1083      "Add Multi Shot Extended"            40       11      7       0       6       0       6      0      8      0        235        100        0             0              0             0           0               0              0                0       0       4       0       0       0       0       0       0       0       0       0       0
1085      "Add Focus Shot Extended"            110      12      9       7       0       0       6      0      8      0        727        160        0             1302           0             0           0               0              0                0       0       4       0       0       0       0       0       0       0       0       0       0
1087      "Add Gigantic Storm Extended"        110      110     11      0       6       0       6      1      8      84       237        220        0             0              0             1058        0               0              0                0       0       0       4       0       0       0       0       0       0       0       0       0
1088      "Add Evil Spirit Extended"           45       108     7       0       6       0       6      1      8      0        9          50         0             0              0             220         0               0              0                0       0       0       4       0       0       0       0       0       0       0       0       0
1089      "Add Dark Blast Extended"            120      92      17      7       2       0       6      1      8      0        733        160        0             0              0             1073        0               0              0                0       0       0       4       0       0       0       0       0       0       0       0       0
1092      "Add Fire Slash Extended"            80       15      12      2       6       0       6      0      8      0        55         0          596           0              0             0           0               0              0                0       0       0       4       0       0       0       0       0       0       0       0       0
1094      "Add Fire Blood Extended"            330      19      14      3       2       0       6      0      8      157      732        160        900           0              0             0           0               0              0                0       0       0       4       0       0       0       0       0       0       0       0       0
1095      "Add Aqua Blood Extended"            330      19      14      3       2       0       6      0      8      86       731        160        900           0              0             0           0               0              0                0       0       0       4       0       0       0       0       0       0       0       0       0
1096      "Add Fire Burst Extended"            100      25      8       6       3       0       6      1      8      0        61         74         0             0              0             79          0               0              0                0       0       0       0       4       0       0       0       0       0       0       0       0
1098      "Add Chaotic Diseier Extended"       190      60      17      0       6       0       6      1      8      0        238        100        0             0              0             84          0               0              0                0       0       0       0       4       0       0       0       0       0       0       0       0
1099      "Add Wind Soul Extended"             85       60      17      6       2       0       6      1      8      0        737        160        717           0              0             0           0               0              0                0       0       0       0       4       0       0       0       0       0       0       0       0
1102      "Add Fire Beast Extended"            100      95      11      7       2       500     6      1      8      0        729        160        0             0              0             1220        0               0              0                0       0       0       0       0       4       0       0       0       0       0       0       0
1103      "Add Lightning Shock Extended"       95       105     10      0       5       0       6      1      8      85       230        93         0             0              0             823         0               0              0                0       0       0       0       0       4       0       0       0       0       0       0       0
1105      "Add Aqua Beast Extended"            100      95      11      7       2       500     6      1      8      0        730        160        0             0              0             1220        0               0              0                0       0       0       0       0       4       0       0       0       0       0       0       0
1111      "Add Dragon Lore Extended"           0        42      17      3       5       700     6      1      8      0        264        150        0             0              0             0           0               0              0                0       0       0       0       0       0       4       0       0       0       0       0       0
1112      "Add Chain Driver Extended"          0        22      18      4       0       700     6      0      8      86       262        150        0             0              0             0           0               0              0                0       0       0       0       0       0       4       0       0       0       0       0       0
1113      "Add Dark Side Extended"             0        92      7       4       3       0       6      1      8      0        263        180        0             0              0             0           0               0              0                0       0       0       0       0       0       4       0       0       0       0       0       0
1117      "Add Magic Pin Extended"             80       40      22      3       0       500     6      0      8      0        274        30         300           300            0             0           0               0              0                0       0       0       0       0       0       0       4       0       0       0       0       0
1118      "Add Breche Extended"                400      40      23      0       3       500     6      0      8      0        279        300        0             0              0             0           0               0              0                0       0       0       0       0       0       0       4       0       0       0       0       0
1119      "Add Shining Peak Extended"          70       52      24      0       4       0       6      0      8      0        277        92         0             0              0             0           0               0              0                0       0       0       0       0       0       0       4       0       0       0       0       0
1125      "Add Toxic Explosion"                25000    40      30      6       0       1000    0      *      8      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1126      "Add Chill Explosion"                25000    40      30      6       0       1000    0      *      8      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1127      "Add Bleed Explosion"                25000    40      30      6       0       1000    0      *      8      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1129      "Add Toxic Explosion Damage"         0        40      30      0       0       1000    0      *      8      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1130      "Add Chill Explosion Damage"         0        40      30      0       0       1000    0      *      8      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1131      "Add Bleed Explosion Damage"         0        40      30      0       0       1000    0      *      8      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1133      "Add Toxic Explosion Effect"         0        40      30      0       0       1000    0      *      8      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1134      "Add Chill Explosion Effect"         0        40      30      0       0       1000    0      *      8      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1135      "Add Bleed Explosion Effect"         0        40      30      0       0       1000    0      *      8      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1137      "Add Max HP"                         0        0       0       0       0       0       0      *      10     0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1138      "Add Stat Point"                     0        0       0       0       0       0       0      *      10     0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1139      "Add Impenetrable Defense"           0        0       0       0       0       0       0      *      10     0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1141      "Add Physi Damage"                   0        0       0       0       0       0       0      *      11     0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1142      "Add Magic Damage"                   0        0       0       0       0       0       0      *      11     0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1143      "Add Stat Point"                     0        0       0       0       0       0       0      *      11     0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1144      "Add Skill Damage"                   0        0       0       0       0       0       0      *      11     0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1146      "Add Damage"                         0        0       0       0       0       0       0      *      11     0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1147      "Add Spirit Hook Extended"           255      27      21      3       2       0       6      0      8      0        282        180        0             0              1480          0           0               0              0                0       0       0       0       0       0       4       0       0       0       0       0       0
1148      "Add Magic Arrow Extended"           45       15      5       0       8       0       6      1      8      0        283        100        0             0              0             142         0               0              0                0       0       0       0       0       0       0       0       4       0       0       0       0
1149      "Add Plasma Ball Extended"           100      120     35      0       5       4000    6      1      8      0        284        160        0             0              0             600         0               0              0                0       0       0       0       0       0       0       0       4       0       0       0       0
1150      "Add Shock Blast Extended"           220      80      37      8       4       0       6      1      8      0        285        160        0             0              0             1180        0               0              0                0       0       0       0       0       0       0       0       4       0       0       0       0
1151      "Add Ext Skill Ground Speed"         0        0       0       0       0       0       0      *      7      0        0          0          0             0              0             0           0               0              0                0       0       0       0       0       0       0       0       4       0       0       0       0
1153      "Add Ext Skill Splash Radio"         0        0       0       0       0       0       0      *      7      0        0          0          0             0              0             0           0               0              0                0       0       0       0       0       0       0       0       4       0       0       0       0
1154      "Add Ext Skill Splash Count"         0        0       0       0       0       0       0      *      7      0        0          0          0             0              0             0           0               0              0                0       0       0       0       0       0       0       0       4       0       0       0       0
1155      "Add Death Scythe Extended"          75       120     20      0       6       0       6      1      8      306      288        93         0             0              0             930         0               0              0                0       0       0       0       0       4       0       0       0       0       0       0       0
1156      "Add Weapon Curse Damage"            0        0       0       0       0       0       0      *      7      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1157      "Add Curse Damage"                   0        0       0       0       0       0       0      *      11     0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1158      "Add Sword Inertia Extended"         10       7       5       0       6       0       6      1      8      0        292        170        50            100            0             0           0               0              0                0       0       0       0       0       0       0       0       0       4       0       0       0
1159      "Add Bat Flock Extended"             90       15      7       0       6       0       6      1      8      315      293        170        100           380            0             0           0               0              0                0       0       0       0       0       0       0       0       0       4       0       0       0
1160      "Add Pierce Attack Extended"         170      20      10      6       3       0       6      1      8      0        294        170        300           1100           0             0           0               0              0                0       0       0       0       0       0       0       0       0       4       0       0       0
1166      "Add Debuff Toxic Target"            0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1167      "Add Debuff Toxic Improved Target"   0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1168      "Add Debuff Bleed Target"            0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1169      "Add Debuff Bleed Improved Target"   0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1170      "Add Debuff Chill Target"            0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1171      "Add Debuff Chill Improved Target"   0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1172      "Add Debuff Toxic Range"             0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1174      "Add Debuff Bleed Range"             0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1176      "Add Debuff Chill Range"             0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1178      "Add Debuff Toxic Chance"            0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1179      "Add Debuff Toxic Improved Chance"   0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1180      "Add Debuff Bleed Chance"            0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1181      "Add Debuff Bleed Improved Chance"   0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1182      "Add Debuff Chill Chance"            0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1183      "Add Debuff Chill Improved Chance"   0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1184      "Add Debuff Toxic Chance"            0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1185      "Add Debuff Toxic Improved Chance"   0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1186      "Add Debuff Bleed Chance"            0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1187      "Add Debuff Bleed Improved Chance"   0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1188      "Add Debuff Chill Chance"            0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1189      "Add Debuff Chill Improved Chance"   0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1190      "Add Debuff Toxic Target"            0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1191      "Add Debuff Bleed Target"            0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1192      "Add Debuff Chill Target"            0        0       0       0       0       0       0      *      9      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1193      "Add 4th Wing Defense"               0        0       0       0       0       0       0      *      11     0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1194      "Add 4th Wing Damage"                0        0       0       0       0       0       0      *      11     0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1195      "Add 4th Wing Curse Damage"          0        0       0       0       0       0       0      *      11     0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1196      "Add Toxic Explosion Damage"         0        40      30      0       0       1000    0      *      8      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1197      "Add Bleed Explosion Damage"         0        40      30      0       0       1000    0      *      8      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1198      "Add Chill Explosion Damage"         0        40      30      0       0       1000    0      *      8      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1199      "Add Toxic Explosion Effect"         0        40      30      0       0       1000    0      *      8      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1200      "Add Bleed Explosion Effect"         0        40      30      0       0       1000    0      *      8      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1201      "Add Chill Explosion Effect"         0        40      30      0       0       1000    0      *      8      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1202      "Add Strike of Destruction Extended" 110      30      24      6       3       0       6      0      8      86       232        160        0             0              0             0           0               0              0                0       4       0       0       0       0       0       0       0       0       0       0       0
1203      "Add Sword Blow Extended"            30       19      17      5       3       0       6      0      8      0        1501       150        1090          0              0             0           0               0              0                0       4       0       0       0       0       0       0       0       0       0       0       0
1204      "Add Solid Protection Extended"      0        65      20      0       5       0       0      *      8      335      1503       160        0             0              0             1052        0               0              0                0       4       0       0       0       0       0       0       0       0       0       0       0
1205      "Add Solid Protection Max HP"        0        0       0       0       0       0       0      *      7      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1206      "Add Solid Protection Damage"        0        0       0       0       0       0       0      *      7      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1207      "Add Solid Protection HP Con."       0        0       0       0       0       0       0      *      7      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1208      "Add Solid Protection Damage Con"    0        0       0       0       0       0       0      *      7      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1209      "Add Solid Protection Defense"       0        0       0       0       0       0       0      *      7      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1210      "Add Solid Protection Shield Def"    0        0       0       0       0       0       0      *      7      0        0          0          0             0              0             0           0               0              0                4       4       4       4       4       4       4       4       4       4       4       4       4
1211      "Add Dark Plasma Extended"           30       19      15      6       3       5000    0      1      8      0        2001       100        0             0              0             0           0               0              0                0       0       0       0       0       0       0       0       0       0       4       0       0
1212      "Add Ice Blast Extended"             140      14      10      6       3       400     6      1      8      0        2003       150        0             0              0             1000        0               0              0                0       0       0       0       0       0       0       0       0       0       4       0       0
1213      "Add Bursting Flare Extended"        70       14      13      6       3       0       6      1      8      0        2005       150        100           200            0             800         0               0              0                0       0       0       0       0       0       0       0       0       0       4       0       0
1214      "Add Chaos Blade Extended"           350      19      14      3       3       0       6      0      8      378      2012       160        900           0              0             0           0               0              0                0       0       0       4       0       0       0       0       0       0       0       0       0
1215      "Add Havok Spear Extended"           150      92      20      0       6       0       6      1      8      379      2013       160        0             0              0             1073        0               0              0                0       0       0       4       0       0       0       0       0       0       0       0       0
1216      "Add Spear Storm Extended"           160      108     7       6       6       500     6      1      8      0        243        160        0             0              0             1160        0               0              0                0       0       0       0       0       0       0       0       0       0       0       4       0
1217      "Add Marvel Burst Extended"          125      32      0       6       4       0       6      1      8      0        245        140        0             0              0             104         0               0              0                0       0       0       0       0       0       0       0       0       0       0       0       4
1218      "Add Unleash Marvel Extended"        135      113     0       7       6       10000   6      1      8      0        246        155        0             0              0             700         0               0              0                0       0       0       0       0       0       0       0       0       0       0       0       4
1219      "Add Ultimate Force Extended"        10       95      6       7       3       0       6      1      8      0        247        160        0             0              0             1073        0               0              0                0       0       0       0       0       0       0       0       0       0       0       0       4
1220      "Add Shinning Bird Extended"         130      32      0       7       6       0       6      1      8      0        241        150        0             0              0             70          0               0              0                0       0       0       0       0       0       0       0       0       0       0       4       0
1221      "Add Dragon Violent Extended"        140      95      0       7       6       0       6      1      8      0        242        160        0             0              0             680         0               0              0                0       0       0       0       0       0       0       0       0       0       0       4       0
1500      "Sword Fury"                         0        21      17      0       0       0       0      *      0      324      0          120        1060          0              0             0           0               0              0                0       1       0       0       0       0       0       0       0       0       0       0       0
1501      "Sword Blow"                         30       19      17      5       3       0       6      0      0      0        0          150        1090          0              0             0           0               0              0                0       1       0       0       0       0       0       0       0       0       0       0       0
1502      "Strong Will"                        0        80      25      0       0       0       0      *      0      325      0          120        0             0              0             1040        0               0              0                0       1       0       0       0       0       0       0       0       0       0       0       0
1503      "Solid Protection"                   0        65      20      0       5       0       0      *      0      326      0          120        0             0              0             1052        0               0              0                0       1       0       0       0       0       0       0       0       0       0       0       0
2001      "Dark Plasma"                        30       22      10      6       3       5000    6      1      0      0        0          130        0             0              0             0           0               0              0                0       0       0       0       0       0       0       0       0       0       2       0       0
2002      "Ice Break"                          180      7       1       6       3       0       6      1      0      0        0          50         0             0              0             295         0               0              0                0       0       0       0       0       0       0       0       0       0       1       0       0
2003      "Ice Blast"                          140      13      10      6       3       400     6      1      0      0        0          160        0             0              0             1000        0               0              0                0       0       0       0       0       0       0       0       0       0       3       0       0
2004      "Death Fire"                         160      5       1       6       3       0       6      1      0      0        0          50         0             0              0             100         0               0              0                0       0       0       0       0       0       0       0       0       0       1       0       0
2005      "Bursting Flare"                     70       10      13      6       3       0       6      1      0      0        0          160        100           200            0             800         0               0              0                0       0       0       0       0       0       0       0       0       0       3       0       0
2006      "Death Ice"                          160      5       1       6       3       0       6      1      0      0        0          50         0             0              0             100         0               0              0                0       0       0       0       0       0       0       0       0       0       1       0       0
2007      "Basic Heal"                         0        20      0       6       0       0       0      *      0      0        0          8          0             0              0             52          0               0              0                0       0       0       0       0       0       0       0       0       0       0       0       1
2008      "Basic Shield Recover"               0        40      10      6       0       0       0      *      0      0        0          100        0             0              0             168         0               0              0                0       0       0       0       0       0       0       0       0       0       0       0       2
2009      "Basic Greater Defense"              0        30      0       6       0       0       0      *      0      347      0          13         0             0              0             72          0               0              0                0       0       0       0       0       0       0       0       0       0       0       0       1
2010      "Basic Greater Damage"               0        40      0       6       0       0       0      *      0      346      0          18         0             0              0             92          0               0              0                0       0       0       0       0       0       0       0       0       0       0       0       1
2011      "Basic Bless"                        0        40      10      6       0       3000    0      *      0      348      0          10         0             0              0             150         0               0              0                0       0       0       0       0       0       0       0       0       0       0       0       1
